;Disposa.de.connexió.a.Internet.a.la.llar.;Connexió.ràpida;Tenen.tarifa.plana.;Missatges.mobil;Quants.televisors.tenen.;TV.de.pagament.;Amb.quina.freqüència.usa.ordinador.;Utilitza.programes.ofimàtics;Informàtica.avançada;Aplicacions.específiques;Per.oci;Amb.quina.freqüència.usa.inet.;Català;Castellà;Anglès;Edat;Sexe;Nivell.d.estudis;Activitat.professional;Nivell.ingressos.mensuals;Estudia.per.Internet.;Fa.servir.correu.electrònic.;Fa.servir.xat.;Fa.teletreball.;Ha.comprat.aliments.;Ha.comprat.per.Internet.;Internet.per.a.l.oci.;Pagament.a.través.d.Internet.;Tràmits.amb.els.serveis.sanitaris.;Tràmits.per.Internet.amb.l.Admó.;Utilitza.serveis.banca.electrònica.;Visita.webs.de.l.Admó.;Visita.webs.sanitaris.
171;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1719;FALSE;FALSE;FALSE;NO;1TV;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(65,99];Home;Primaris;Altres inactius;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
173;FALSE;FALSE;FALSE;Més de 20;+3TVs;FALSE;Diàriament;FALSE;TRUE;TRUE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1732;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
174;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(35,45];Home;Primaris;Aturats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
176;TRUE;TRUE;FALSE;Entre 5 i 10;+3TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1768;TRUE;TRUE;TRUE;NO;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1775;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Home;Superiors;Assalariats;Més de 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1779;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1780;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(65,99];Home;Superiors;Altres inactius;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1783;TRUE;TRUE;TRUE;Menys de 5;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;420.000 - 675.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1789;TRUE;TRUE;TRUE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(45,55];Home;Superiors;Assalariats;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
1790;TRUE;TRUE;TRUE;Cap (o menys d'1 per;+3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;FALSE;FALSE;Edat(45,55];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1792;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Estudiants;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
1793;TRUE;FALSE;TRUE;Menys de 5;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(25,35];Home;Superiors;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1800;TRUE;TRUE;TRUE;Més de 20;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
1805;FALSE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1811;FALSE;FALSE;FALSE;NO;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(65,99];Home;Superiors;Altres inactius;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1812;FALSE;FALSE;FALSE;Entre 10 i 20;2TVs;FALSE;Mensualment;FALSE;FALSE;FALSE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1813;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
182;TRUE;TRUE;TRUE;Entre 5 i 10;1TV;FALSE;Diàriament;FALSE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1826;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1831;FALSE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
184;TRUE;TRUE;TRUE;NO;2TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(35,45];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1850;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1854;TRUE;TRUE;FALSE;Cap (o menys d'1 per;1TV;TRUE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(35,45];Dona;Secundaris;Mestressa casa;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1859;FALSE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
1861;FALSE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(55,65];Dona;Superiors;Altres inactius;Menys de 125.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
1862;TRUE;FALSE;FALSE;NO;capTV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Empresaris;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1867;TRUE;FALSE;FALSE;Entre 10 i 20;2TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(55,65];Home;Primaris;Altres inactius;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1880;FALSE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
1887;TRUE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Setmanalment;FALSE;FALSE;TRUE;Edat(35,45];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
1893;TRUE;FALSE;TRUE;Cap (o menys d'1 per;3TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;FALSE;FALSE;TRUE;Edat(45,55];Home;Superiors;Assalariats;Més de 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1900;TRUE;FALSE;TRUE;Entre 10 i 20;3TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1907;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;FALSE;TRUE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Dona;Secundaris;Assalariats;210.000 - 420.000;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
191;TRUE;FALSE;TRUE;Més de 20;2TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1915;TRUE;FALSE;TRUE;NO;1TV;FALSE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
1916;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1925;TRUE;TRUE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Dona;Superiors;Assalariats;420.000 - 675.000;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
1931;FALSE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;FALSE;TRUE;Edat(55,65];Home;Superiors;Assalariats;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
1934;TRUE;TRUE;TRUE;NO;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(45,55];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
1938;TRUE;FALSE;TRUE;Més de 20;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
1939;TRUE;FALSE;FALSE;NO;1TV;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1940;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Setmanalment;TRUE;TRUE;TRUE;FALSE;Setmanalment;FALSE;FALSE;TRUE;Edat(25,35];Home;Superiors;Assalariats;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
1941;TRUE;FALSE;TRUE;Entre 5 i 10;1TV;FALSE;Diàriament;FALSE;FALSE;TRUE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(14,25];Dona;Superiors;Empresaris;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
1943;TRUE;FALSE;TRUE;Menys de 5;2TVs;TRUE;Setmanalment;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1947;FALSE;FALSE;FALSE;Entre 10 i 20;3TVs;FALSE;Mensualment;FALSE;FALSE;TRUE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
195;TRUE;FALSE;FALSE;Menys de 5;3TVs;TRUE;Mensualment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;TRUE;Edat(14,25];Dona;Primaris;Aturats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1951;FALSE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1952;TRUE;FALSE;TRUE;Menys de 5;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1958;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
1960;TRUE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(55,65];Dona;Superiors;Altres inactius;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
1961;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(55,65];Home;Superiors;Altres inactius;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
197;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1970;TRUE;TRUE;TRUE;Menys de 5;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;FALSE;TRUE;TRUE;Edat(25,35];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1972;FALSE;FALSE;FALSE;NO;1TV;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(65,99];Dona;Secundaris;Altres inactius;Menys de 125.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
198;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;420.000 - 675.000;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
1985;FALSE;FALSE;FALSE;Entre 10 i 20;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Mensualment;TRUE;FALSE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
199;TRUE;FALSE;TRUE;Entre 10 i 20;1TV;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
1992;FALSE;FALSE;FALSE;Entre 5 i 10;+3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
1999;TRUE;FALSE;TRUE;NO;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
200;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2002;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Aturats;Menys de 125.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2004;TRUE;FALSE;FALSE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Mensualment;FALSE;TRUE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
2005;FALSE;FALSE;FALSE;Entre 5 i 10;3TVs;TRUE;Mensualment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
201;TRUE;FALSE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2013;TRUE;TRUE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(45,55];Home;Secundaris;Assalariats;420.000 - 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2019;TRUE;TRUE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2020;TRUE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(25,35];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2023;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2028;TRUE;FALSE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Assalariats;420.000 - 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
203;TRUE;FALSE;FALSE;Entre 10 i 20;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(55,65];Dona;Superiors;Aturats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
2030;TRUE;FALSE;TRUE;Entre 5 i 10;1TV;FALSE;Diàriament;FALSE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2034;FALSE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Mensualment;TRUE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2037;TRUE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
